Wavelength,Intensity
100,1939
101,2395
102,3330
103,3668
104,3799
105,3867
106,3902
107,4053
108,3556
109,1869
110,711
111,255
112,257
113,58
114,142
115,85
116,92
117,439
118,1543
119,2999
120,3655
121,3801
122,3865
123,3886
124,3939
125,3689
126,2506
127,879
128,423
129,219
130,137
